,name,fulName,id,total_count,error_total,iac_count,error_iac,iacPercent,error_percent,isCriteria2Met
640,labs-tools-weapon-of-mass-description,wikimedia/labs-tools-weapon-of-mass-description,150068247,113,0,0,0,0.0,0,0
641,labs-tools-commons-mass-description,wikimedia/labs-tools-commons-mass-description,150067999,130,0,0,0,0.0,0,0
642,labs-tools-wikinity,wikimedia/labs-tools-wikinity,150067735,119,0,0,0,0.0,0,0
643,ToolforgeBundle,wikimedia/ToolforgeBundle,149207375,33,0,0,0,0.0,0,0
644,mediawiki-html-sanitizer,wikimedia/mediawiki-html-sanitizer,149131014,15,0,0,0,0.0,0,0
645,labs-tools-map-of-monuments,wikimedia/labs-tools-map-of-monuments,149086446,113,0,0,0,0.0,0,0
646,labs-tools-vuln-checker,wikimedia/labs-tools-vuln-checker,149085114,1,0,0,0,0.0,0,0
647,wikimedia-cz-tools,wikimedia/wikimedia-cz-tools,149084098,30,0,0,0,0.0,0,0
648,wikimedia-cz-mediawiki-config,wikimedia/wikimedia-cz-mediawiki-config,149082961,21,0,0,0,0.0,0,0
649,mediawiki-extensions-NotesLink,wikimedia/mediawiki-extensions-NotesLink,148604809,40,0,0,0,0.0,0,0
650,mediawiki-extensions-GoogleAuthenticator,wikimedia/mediawiki-extensions-GoogleAuthenticator,148603910,46,0,0,0,0.0,0,0
651,keyholder,wikimedia/keyholder,148509290,20,0,0,0,0.0,0,0
652,fresnel,wikimedia/fresnel,148072928,53,0,0,0,0.0,0,0
653,wikimedia-cz-tracker,wikimedia/wikimedia-cz-tracker,148071587,317,0,0,0,0.0,0,0
654,wikimediafoundation-org,wikimedia/wikimediafoundation-org,147576549,2706,0,0,0,0.0,0,0
655,mediawiki-extensions-CreatedPagesList,wikimedia/mediawiki-extensions-CreatedPagesList,147315989,71,0,0,0,0.0,0,0
656,mediawiki-skins-BlueSpiceCalumma,wikimedia/mediawiki-skins-BlueSpiceCalumma,146948405,777,0,0,0,0.0,0,0
657,perflogbot,wikimedia/perflogbot,146639379,2,0,0,0,0.0,0,0
658,operations-cookbooks,wikimedia/operations-cookbooks,146396681,150,0,0,0,0.0,0,0
659,poolcounter,wikimedia/poolcounter,145917043,22,0,0,0,0.0,0,0
660,labs-tools-graphql,wikimedia/labs-tools-graphql,145916064,23,0,0,0,0.0,0,0
661,mediawiki-extensions-ChangeUserPasswords,wikimedia/mediawiki-extensions-ChangeUserPasswords,145915212,50,0,0,0,0.0,0,0
662,wikimedia-fundraising-FRUEC,wikimedia/wikimedia-fundraising-FRUEC,145914376,66,0,0,0,0.0,0,0
663,integration-npm,wikimedia/integration-npm,145146676,2357,0,0,0,0.0,0,0
664,mediawiki-extensions-MusicBrainzAuth,wikimedia/mediawiki-extensions-MusicBrainzAuth,145048260,1,0,0,0,0.0,0,0
665,labs-tools-awmd-stats,wikimedia/labs-tools-awmd-stats,145047828,39,0,0,0,0.0,0,0
666,commtech-musikbot,wikimedia/commtech-musikbot,144642256,1,0,0,0,0.0,0,0
667,analytics-wmde-WiktionaryCognateDashboard,wikimedia/analytics-wmde-WiktionaryCognateDashboard,144208087,66,0,0,0,0.0,0,0
668,mediawiki-extensions-FormWizard,wikimedia/mediawiki-extensions-FormWizard,144207531,73,0,0,0,0.0,0,0
669,operations-software-spicerack,wikimedia/operations-software-spicerack,143210451,209,0,0,0,0.0,0,0
670,operations-debs-trafficserver,wikimedia/operations-debs-trafficserver,142904882,4273,0,0,0,0.0,0,0
671,mediawiki-extensions-TemplateWizard,wikimedia/mediawiki-extensions-TemplateWizard,142882407,133,0,0,0,0.0,0,0
672,mediawiki-extensions-SecureLinkFixer,wikimedia/mediawiki-extensions-SecureLinkFixer,142631827,56,0,0,0,0.0,0,0
673,jsdoc-wmf-theme,wikimedia/jsdoc-wmf-theme,141637119,55,0,0,0,0.0,0,0
674,mediawiki-extensions-BlueSpiceUserSidebar,wikimedia/mediawiki-extensions-BlueSpiceUserSidebar,141636384,77,0,0,0,0.0,0,0
675,react.i18n,wikimedia/react.i18n,141636074,16,0,0,0,0.0,0,0
676,portals-deploy,wikimedia/portals-deploy,141333682,15120,0,0,0,0.0,0,0
677,labs-tools-facebook-messenger-chatbot,wikimedia/labs-tools-facebook-messenger-chatbot,140206414,64,0,0,0,0.0,0,0
678,mediawiki-api-demos,wikimedia/mediawiki-api-demos,140202109,554,0,0,0,0.0,0,0
679,Leaflet.Sleep,wikimedia/Leaflet.Sleep,139739410,0,0,0,0,0.0,1,0
680,mediawiki-extensions-FileSystemImageServer,wikimedia/mediawiki-extensions-FileSystemImageServer,139502845,1,0,0,0,0.0,0,0
681,mediawiki-extensions-UILangCode,wikimedia/mediawiki-extensions-UILangCode,139502573,39,0,0,0,0.0,0,0
682,resource-modules,wikimedia/resource-modules,139071866,68,0,0,0,0.0,0,0
683,mw-node-qunit,wikimedia/mw-node-qunit,139071091,22,0,0,0,0.0,0,0
684,perfromance,wikimedia/perfromance,139056129,12,0,0,0,0.0,0,0
685,certcentral,wikimedia/certcentral,139055333,19,0,0,0,0.0,0,0
686,research-translation-recommendation-predictions,wikimedia/research-translation-recommendation-predictions,138799932,37,0,0,0,0.0,0,0
687,labs-tools-ScrotBot,wikimedia/labs-tools-ScrotBot,137537287,1,0,0,0,0.0,0,0
688,mediawiki-extensions-MintyDocs,wikimedia/mediawiki-extensions-MintyDocs,137063077,104,0,0,0,0.0,0,0
689,research-translation-recommendation-models,wikimedia/research-translation-recommendation-models,136970764,14,0,0,0,0.0,0,0
690,performance-bttostatsv,wikimedia/performance-bttostatsv,136846951,13,0,0,0,0.0,0,0
691,mediawiki-extensions-Wigo3,wikimedia/mediawiki-extensions-Wigo3,136664837,30,0,0,0,0.0,0,0
692,research-gapfindertools,wikimedia/research-gapfindertools,136036819,70,0,0,0,0.0,0,0
693,mediawiki-composer-console,wikimedia/mediawiki-composer-console,134333391,1,0,0,0,0.0,0,0
694,mediawiki-composer-project,wikimedia/mediawiki-composer-project,134332966,1,0,0,0,0.0,0,0
695,mediawiki-extensions-BlueSpiceEchoConnector,wikimedia/mediawiki-extensions-BlueSpiceEchoConnector,133870311,191,0,0,0,0.0,0,0
696,readinglists-extension-safari,wikimedia/readinglists-extension-safari,132801231,18,0,0,0,0.0,0,0
697,research-landing-page-deploy,wikimedia/research-landing-page-deploy,132599643,1,0,0,0,0.0,0,0
698,research-gapfinder-analytics,wikimedia/research-gapfinder-analytics,132026898,4,0,0,0,0.0,0,0
699,research-navigation-vectors,wikimedia/research-navigation-vectors,132026670,14,0,0,0,0.0,0,0
700,research-wmf-utils,wikimedia/research-wmf-utils,132026436,12,0,0,0,0.0,0,0
701,labs-tools-Commons-twitter-bot,wikimedia/labs-tools-Commons-twitter-bot,131595334,28,0,0,0,0.0,0,0
702,mediawiki-extensions-ImapAuthorization,wikimedia/mediawiki-extensions-ImapAuthorization,131593997,14,0,0,0,0.0,0,0
703,analytics-wmde-TW-AdvancedSearchExtension-Dashboard,wikimedia/analytics-wmde-TW-AdvancedSearchExtension-Dashboard,131593089,7,0,0,0,0.0,0,0
704,analytics-wmde-WDCM-Biases-Dashboard,wikimedia/analytics-wmde-WDCM-Biases-Dashboard,131592138,6,0,0,0,0.0,0,0
705,wikidata-query-LDFServer,wikimedia/wikidata-query-LDFServer,130367833,77,0,0,0,0.0,0,0
706,performance-navtiming,wikimedia/performance-navtiming,130109068,16,0,0,0,0.0,0,0
707,coal,wikimedia/coal,130106215,17,0,0,0,0.0,0,0
708,mediawiki-extensions-UserAgreement,wikimedia/mediawiki-extensions-UserAgreement,129317762,54,0,0,0,0.0,0,0
709,mediawiki-extensions-WikibaseCirrusSearch,wikimedia/mediawiki-extensions-WikibaseCirrusSearch,129317434,267,0,0,0,0.0,0,0
710,mediawiki-extensions-RandomPages,wikimedia/mediawiki-extensions-RandomPages,129315662,39,0,0,0,0.0,0,0
711,webextension-readinglists,wikimedia/webextension-readinglists,129105519,18,0,0,0,0.0,0,0
712,mediawiki-extensions-AutoCategoriseUploads,wikimedia/mediawiki-extensions-AutoCategoriseUploads,128035094,52,0,0,0,0.0,0,0
713,mediawiki-extensions-VEForAll,wikimedia/mediawiki-extensions-VEForAll,127879750,59,0,0,0,0.0,0,0
714,mediawiki-extensions-SecureAuth,wikimedia/mediawiki-extensions-SecureAuth,127879268,15,0,0,0,0.0,0,0
715,mediawiki-extensions-ShowRealUsernames,wikimedia/mediawiki-extensions-ShowRealUsernames,127878539,54,0,0,0,0.0,0,0
716,mediawiki-extensions-DynamicPageListEngine,wikimedia/mediawiki-extensions-DynamicPageListEngine,127878095,74,0,0,0,0.0,0,0
717,mediawiki-extensions-DataTable2,wikimedia/mediawiki-extensions-DataTable2,127877678,37,0,0,0,0.0,0,0
718,ores-support-checklist,wikimedia/ores-support-checklist,126888949,14,0,0,0,0.0,0,0
719,mediawiki-extensions-RandomArea,wikimedia/mediawiki-extensions-RandomArea,126711549,38,0,0,0,0.0,0,0
720,mediawiki-extensions-AddPersonalUrls,wikimedia/mediawiki-extensions-AddPersonalUrls,126710580,108,0,0,0,0.0,0,0
721,operations-wikitech-static,wikimedia/operations-wikitech-static,125427874,18,0,0,0,0.0,0,0
722,mediawiki-extensions-TinyMCE,wikimedia/mediawiki-extensions-TinyMCE,125280565,354,0,0,0,0.0,0,0
723,search-extra-analysis,wikimedia/search-extra-analysis,123951025,31,0,0,0,0.0,0,0
724,CommonsNotifier,wikimedia/CommonsNotifier,123043809,72,0,0,0,0.0,0,0
725,mediawiki-extensions-ArticleMetaDescription,wikimedia/mediawiki-extensions-ArticleMetaDescription,123040094,46,0,0,0,0.0,0,0
726,grunt-merge-i18n,wikimedia/grunt-merge-i18n,123039499,4,0,0,0,0.0,0,0
727,mediawiki-extensions-CustomSidebar,wikimedia/mediawiki-extensions-CustomSidebar,123038327,2,0,0,0,0.0,0,0
728,videojs-responsive-layout,wikimedia/videojs-responsive-layout,121449828,22,0,0,0,0.0,0,0
729,videojs-resolution-switcher,wikimedia/videojs-resolution-switcher,121449163,18,0,0,0,0.0,0,0
730,mediawiki-extensions-DocBookExport,wikimedia/mediawiki-extensions-DocBookExport,121448467,46,0,0,0,0.0,0,0
731,mediawiki-extensions-Figures,wikimedia/mediawiki-extensions-Figures,121447838,15,0,0,0,0.0,0,0
732,mediawiki-extensions-CloneDiff,wikimedia/mediawiki-extensions-CloneDiff,121447141,61,0,0,0,0.0,0,0
733,mediawiki-extensions-BlueSpiceSmartList,wikimedia/mediawiki-extensions-BlueSpiceSmartList,121446125,201,0,0,0,0.0,0,0
734,mediawiki-phan-config,wikimedia/mediawiki-phan-config,120134518,16,0,0,0,0.0,0,0
735,operations-debs-mcrouter,wikimedia/operations-debs-mcrouter,119807668,2369,0,0,0,0.0,0,0
736,mediawiki-tools-cookiecutter-library,wikimedia/mediawiki-tools-cookiecutter-library,119610912,26,0,0,0,0.0,0,0
737,object-factory,wikimedia/object-factory,118810413,17,0,0,0,0.0,0,0
738,research-babel-parser,wikimedia/research-babel-parser,118663829,12,0,0,0,0.0,0,0
739,phpunit-patch-coverage,wikimedia/phpunit-patch-coverage,118214221,32,0,0,0,0.0,0,0
740,research-gapfinder-gadget,wikimedia/research-gapfinder-gadget,118164380,3,0,0,0,0.0,0,0
741,wikibase-property-suggester-scripts,wikimedia/wikibase-property-suggester-scripts,118120980,45,0,0,0,0.0,0,0
742,mediawiki-extensions-VersionCompare,wikimedia/mediawiki-extensions-VersionCompare,118119335,53,0,0,0,0.0,0,0
743,operations-debs-node-tunnel-agent,wikimedia/operations-debs-node-tunnel-agent,116805124,14,0,0,0,0.0,0,0
744,research-landing-page,wikimedia/research-landing-page,116109488,229,0,0,0,0.0,0,0
745,analytics-wmde-WDCM-Journal,wikimedia/analytics-wmde-WDCM-Journal,116108129,1,0,0,0,0.0,0,0
746,wikimedia-iegreview,wikimedia/wikimedia-iegreview,115810548,1019,0,0,0,0.0,0,0
747,analytics-wmde-WDCM-GeoDashboard,wikimedia/analytics-wmde-WDCM-GeoDashboard,114945648,4,0,0,0,0.0,0,0
748,lucene-explain-parser,wikimedia/lucene-explain-parser,114945395,39,0,0,0,0.0,0,0
749,operations-deployment-charts,wikimedia/operations-deployment-charts,114910525,0,0,0,0,0.0,1,0
750,operations-debs-prometheus-nutcracker-exporter,wikimedia/operations-debs-prometheus-nutcracker-exporter,114681529,13,0,0,0,0.0,0,0
751,operations-debs-prometheus-blazegraph-exporter,wikimedia/operations-debs-prometheus-blazegraph-exporter,114681482,12,0,0,0,0.0,0,0
752,operations-debs-prometheus-pdns-exporter,wikimedia/operations-debs-prometheus-pdns-exporter,114681466,11,0,0,0,0.0,0,0
753,analytics-superset-deploy,wikimedia/analytics-superset-deploy,114094135,198,0,0,0,0.0,0,0
754,operations-debs-python-anycast-healthchecker,wikimedia/operations-debs-python-anycast-healthchecker,114094108,57,0,8,0,0.14035087719298245,0,1
755,operations-debs-prometheus-rabbitmq-exporter,wikimedia/operations-debs-prometheus-rabbitmq-exporter,114094070,11,0,0,0,0.0,0,0
756,maps-tilerator-package,wikimedia/maps-tilerator-package,114094046,8,0,0,0,0.0,0,0
757,operations-debs-prometheus-ircd-exporter,wikimedia/operations-debs-prometheus-ircd-exporter,114094025,11,0,0,0,0.0,0,0
758,operations-debs-prometheus-etherpad-exporter,wikimedia/operations-debs-prometheus-etherpad-exporter,114093997,12,0,0,0,0.0,0,0
759,mediawiki-extensions-PreferencesList,wikimedia/mediawiki-extensions-PreferencesList,113552985,55,0,0,0,0.0,0,0
760,wmfdata-python,wikimedia/wmfdata-python,113355200,20,0,0,0,0.0,0,0
761,mediawiki-extensions-BlueSpiceUsageTracker,wikimedia/mediawiki-extensions-BlueSpiceUsageTracker,113183481,99,0,0,0,0.0,0,0
762,mediawiki-extensions-BlueSpiceUniversalExport,wikimedia/mediawiki-extensions-BlueSpiceUniversalExport,113183199,145,0,0,0,0.0,0,0
763,mediawiki-extensions-BlueSpiceUEModulePDF,wikimedia/mediawiki-extensions-BlueSpiceUEModulePDF,113182991,129,0,0,0,0.0,0,0
764,mediawiki-extensions-BlueSpiceSaferEdit,wikimedia/mediawiki-extensions-BlueSpiceSaferEdit,113182725,76,0,0,0,0.0,0,0
765,mediawiki-extensions-BlueSpiceRSSFeeder,wikimedia/mediawiki-extensions-BlueSpiceRSSFeeder,113182470,160,0,0,0,0.0,0,0
766,mediawiki-extensions-BlueSpicePageAccess,wikimedia/mediawiki-extensions-BlueSpicePageAccess,113182079,98,0,0,0,0.0,0,0
767,mediawiki-extensions-BlueSpiceNamespaceCSS,wikimedia/mediawiki-extensions-BlueSpiceNamespaceCSS,113181683,87,0,0,0,0.0,0,0
768,mediawiki-extensions-BlueSpiceInsertMagic,wikimedia/mediawiki-extensions-BlueSpiceInsertMagic,113181288,135,0,0,0,0.0,0,0
769,mediawiki-extensions-BlueSpiceInsertLink,wikimedia/mediawiki-extensions-BlueSpiceInsertLink,113180956,136,0,0,0,0.0,0,0
770,mediawiki-extensions-BlueSpiceInsertFile,wikimedia/mediawiki-extensions-BlueSpiceInsertFile,113180405,126,0,0,0,0.0,0,0
771,mediawiki-extensions-BlueSpiceInsertCategory,wikimedia/mediawiki-extensions-BlueSpiceInsertCategory,113180064,130,0,0,0,0.0,0,0
772,mediawiki-extensions-BlueSpiceHideTitle,wikimedia/mediawiki-extensions-BlueSpiceHideTitle,113179689,87,0,0,0,0.0,0,0
773,mediawiki-extensions-BlueSpiceAbout,wikimedia/mediawiki-extensions-BlueSpiceAbout,113179269,79,0,0,0,0.0,0,0
774,mediawiki-extensions-Recoin,wikimedia/mediawiki-extensions-Recoin,113178609,1,0,0,0,0.0,0,0
775,mediawiki-tools-namespaceizer,wikimedia/mediawiki-tools-namespaceizer,112782821,9,0,0,0,0.0,0,0
776,operations-debs-prometheus-pdns-rec-exporter,wikimedia/operations-debs-prometheus-pdns-rec-exporter,112768601,13,0,0,0,0.0,0,0
777,debmonitor,wikimedia/debmonitor,112768599,158,0,0,0,0.0,0,0
778,operations-debs-contenttranslation-apertium-crh,wikimedia/operations-debs-contenttranslation-apertium-crh,112768592,24,0,0,0,0.0,0,0
779,operations-debs-python-json-logger,wikimedia/operations-debs-python-json-logger,112768591,19,0,0,0,0.0,0,0
780,operations-debs-contenttranslation-apertium-tur,wikimedia/operations-debs-contenttranslation-apertium-tur,112768588,56,0,0,0,0.0,0,0
781,operations-debs-prometheus-jmx-exporter,wikimedia/operations-debs-prometheus-jmx-exporter,112768584,69,0,0,0,0.0,0,0
782,maps-kartotherian-package,wikimedia/maps-kartotherian-package,112768442,11,0,0,0,0.0,0,0
783,operations-debs-prometheus-openldap-exporter,wikimedia/operations-debs-prometheus-openldap-exporter,112452884,14,0,0,0,0.0,0,0
784,operations-debs-contenttranslation-apertium-crh-tur,wikimedia/operations-debs-contenttranslation-apertium-crh-tur,112452823,27,0,0,0,0.0,0,0
785,operations-software-druid_exporter,wikimedia/operations-software-druid_exporter,112452245,11,0,0,0,0.0,0,0
786,mediawiki-extensions-Form,wikimedia/mediawiki-extensions-Form,111608023,138,0,0,0,0.0,0,0
787,mediawiki-extensions-GitGadgets,wikimedia/mediawiki-extensions-GitGadgets,111607679,42,0,0,0,0.0,0,0
788,operations-debs-prometheus,wikimedia/operations-debs-prometheus,110582198,513,0,0,0,0.0,0,0
789,analytics-wmde-WDCM-packages,wikimedia/analytics-wmde-WDCM-packages,110582139,1,0,0,0,0.0,0,0
790,search-MjoLniR-deploy,wikimedia/search-MjoLniR-deploy,110173929,40,0,0,0,0.0,0,0
791,mediawiki-extensions-FundraisingEmailUnsubscribe,wikimedia/mediawiki-extensions-FundraisingEmailUnsubscribe,110173803,133,0,0,0,0.0,0,0
792,wikibase-javascript-api,wikimedia/wikibase-javascript-api,110002424,25,0,0,0,0.0,0,0
793,operations-wheels-netbox,wikimedia/operations-wheels-netbox,110002305,61,0,0,0,0.0,0,0
794,cergen,wikimedia/cergen,110002095,27,0,0,0,0.0,0,0
795,phan-taint-check-plugin,wikimedia/phan-taint-check-plugin,109834832,695,0,0,0,0.0,0,0
796,SurveyCop,wikimedia/SurveyCop,109330981,8,0,0,0,0.0,0,0
797,operations-software-netbox-deploy,wikimedia/operations-software-netbox-deploy,109159607,40,0,0,0,0.0,0,0
798,operations-debs-spark2,wikimedia/operations-debs-spark2,109159301,1060,0,0,0,0.0,0,0
799,analytics-wmde-WDCM-ShinyServerFrontPage,wikimedia/analytics-wmde-WDCM-ShinyServerFrontPage,108921370,9,0,0,0,0.0,0,0
800,analytics-wmde-WDCM-Usage-Dashboard,wikimedia/analytics-wmde-WDCM-Usage-Dashboard,108921221,6,0,0,0,0.0,0,0
801,analytics-wmde-WDCM-Semantics-Dashboard,wikimedia/analytics-wmde-WDCM-Semantics-Dashboard,108921054,6,0,0,0,0.0,0,0
802,analytics-wmde-WDCM-Overview-Dashboard,wikimedia/analytics-wmde-WDCM-Overview-Dashboard,108920650,6,0,0,0,0.0,0,0
803,mediawiki-skins-Amethyst,wikimedia/mediawiki-skins-Amethyst,108919400,61,0,0,0,0.0,0,0
804,mediawiki-extensions-BlueSpiceWhoIsOnline,wikimedia/mediawiki-extensions-BlueSpiceWhoIsOnline,108919175,139,0,0,0,0.0,0,0
805,mediawiki-extensions-BlueSpiceWatchList,wikimedia/mediawiki-extensions-BlueSpiceWatchList,108918960,109,0,0,0,0.0,0,0
806,mediawiki-extensions-BlueSpicePagesVisited,wikimedia/mediawiki-extensions-BlueSpicePagesVisited,108918729,97,0,0,0,0.0,0,0
807,mediawiki-extensions-BlueSpiceInterWikiLinks,wikimedia/mediawiki-extensions-BlueSpiceInterWikiLinks,108918575,88,0,0,0,0.0,0,0
808,mediawiki-extensions-BlueSpiceEmoticons,wikimedia/mediawiki-extensions-BlueSpiceEmoticons,108918341,80,0,0,0,0.0,0,0
809,mediawiki-extensions-BlueSpiceDashboards,wikimedia/mediawiki-extensions-BlueSpiceDashboards,108918062,124,0,0,0,0.0,0,0
810,labs-tools-dawiki,wikimedia/labs-tools-dawiki,108413854,24,0,0,0,0.0,0,0
811,mediawiki-extensions-BlueSpiceCountThings,wikimedia/mediawiki-extensions-BlueSpiceCountThings,108413588,127,0,0,0,0.0,0,0
812,mediawiki-extensions-BlueSpiceContextMenu,wikimedia/mediawiki-extensions-BlueSpiceContextMenu,108413266,132,0,0,0,0.0,0,0
813,mediawiki-extensions-BlueSpiceChecklist,wikimedia/mediawiki-extensions-BlueSpiceChecklist,108412971,113,0,0,0,0.0,0,0
814,mediawiki-extensions-BlueSpiceAvatars,wikimedia/mediawiki-extensions-BlueSpiceAvatars,108412303,124,0,0,0,0.0,0,0
815,mediawiki-extensions-BlueSpiceArticleInfo,wikimedia/mediawiki-extensions-BlueSpiceArticleInfo,108410294,126,0,0,0,0.0,0,0
816,InteractionTimeline,wikimedia/InteractionTimeline,108321676,206,0,0,0,0.0,0,0
817,mediawiki-services-change-propagation-jobqueue-deploy,wikimedia/mediawiki-services-change-propagation-jobqueue-deploy,108297019,0,1,0,1,0.0,1,0
818,operations-docker-images-docker-pkg-deploy,wikimedia/operations-docker-images-docker-pkg-deploy,108296959,0,1,0,1,0.0,1,0
819,wikimedia-discovery-discovery-maven-tool-configs,wikimedia/wikimedia-discovery-discovery-maven-tool-configs,108296855,0,1,0,1,0.0,1,0
820,wikimedia-discovery-discovery-parent-pom,wikimedia/wikimedia-discovery-discovery-parent-pom,108296746,8,0,0,0,0.0,0,0
821,eventmetrics,wikimedia/eventmetrics,108017937,297,0,0,0,0.0,0,0
822,operations-software-bird-lg,wikimedia/operations-software-bird-lg,107609472,41,0,0,0,0.0,0,0
823,operations-software-netbox,wikimedia/operations-software-netbox,107609063,1789,0,0,0,0.0,0,0
824,mediawiki-extensions-BlueSpiceReaders,wikimedia/mediawiki-extensions-BlueSpiceReaders,107608798,160,0,0,0,0.0,0,0
825,mediawiki-extensions-BlueSpiceConfigManager,wikimedia/mediawiki-extensions-BlueSpiceConfigManager,107608490,87,0,0,0,0.0,0,0
826,mediawiki-extensions-BlueSpiceNamespaceManager,wikimedia/mediawiki-extensions-BlueSpiceNamespaceManager,107608318,151,0,0,0,0.0,0,0
827,mediawiki-extensions-BlueSpiceGroupManager,wikimedia/mediawiki-extensions-BlueSpiceGroupManager,107608154,95,0,0,0,0.0,0,0
828,mediawiki-extensions-BlueSpicePermissionManager,wikimedia/mediawiki-extensions-BlueSpicePermissionManager,107607852,153,0,0,0,0.0,0,0
829,jquery-badge,wikimedia/jquery-badge,107454952,7,0,0,0,0.0,0,0
830,operations-puppet-lint-wmf_styleguide-check,wikimedia/operations-puppet-lint-wmf_styleguide-check,107086515,15,0,0,0,0.0,0,0
831,operations-docker-images-docker-pkg,wikimedia/operations-docker-images-docker-pkg,107085436,35,0,0,0,0.0,0,0
832,mediawiki-services-chromium-render-deploy,wikimedia/mediawiki-services-chromium-render-deploy,106805130,4890,0,0,0,0.0,0,0
833,mediawiki-extensions-MetaMaster,wikimedia/mediawiki-extensions-MetaMaster,106804867,40,0,0,0,0.0,0,0
834,mediawiki-services-chromium-render,wikimedia/mediawiki-services-chromium-render,106804413,48,0,0,0,0.0,0,0
835,mediawiki-extensions-HAWelcome,wikimedia/mediawiki-extensions-HAWelcome,106261913,61,0,0,0,0.0,0,0
836,analytics-wikistats2,wikimedia/analytics-wikistats2,105661245,288,0,0,0,0.0,0,0
837,wikimedia-discovery-autoreporter,wikimedia/wikimedia-discovery-autoreporter,105513775,37,0,0,0,0.0,0,0
838,quibble,wikimedia/quibble,105272448,71,0,0,0,0.0,0,0
839,operations-debs-golang-github-howeyc-fsnotify,wikimedia/operations-debs-golang-github-howeyc-fsnotify,105061123,23,0,0,0,0.0,0,0
840,operations-debs-prometheus-statsd-exporter,wikimedia/operations-debs-prometheus-statsd-exporter,105061074,51,0,0,0,0.0,0,0
841,mediawiki-extensions-BlueSpiceTagCloud,wikimedia/mediawiki-extensions-BlueSpiceTagCloud,104874948,90,0,0,0,0.0,0,0
842,mediawiki-extensions-PhabTaskGraph,wikimedia/mediawiki-extensions-PhabTaskGraph,104874710,73,0,0,0,0.0,0,0
843,wikimedia-discovery-delphi,wikimedia/wikimedia-discovery-delphi,104873996,14,0,0,0,0.0,0,0
844,NYTPhotoViewer,wikimedia/NYTPhotoViewer,104872310,0,0,0,0,0.0,1,0
845,mediawiki-extensions-DataTypes,wikimedia/mediawiki-extensions-DataTypes,104067292,17,0,0,0,0.0,0,0
846,password-blacklist,wikimedia/password-blacklist,104020706,19,0,0,0,0.0,0,0
847,Equivset,wikimedia/Equivset,103625450,24,0,0,0,0.0,0,0
848,webpagetest,wikimedia/webpagetest,103283348,0,0,0,0,0.0,1,0
849,minus-x,wikimedia/minus-x,102777041,11,0,0,0,0.0,0,0
850,operations-debs-pkg-php-php-redis,wikimedia/operations-debs-pkg-php-php-redis,102666485,44,0,0,0,0.0,0,0
851,operations-debs-pkg-php-php,wikimedia/operations-debs-pkg-php-php,102666230,17240,0,0,0,0.0,0,0
852,logstash-report,wikimedia/logstash-report,102550973,21,0,0,0,0.0,0,0
853,mediawiki-extensions-BlueSpiceUserManager,wikimedia/mediawiki-extensions-BlueSpiceUserManager,102323746,145,0,0,0,0.0,0,0
854,mediawiki-extensions-BlueSpiceAuthors,wikimedia/mediawiki-extensions-BlueSpiceAuthors,102323581,102,0,0,0,0.0,0,0
855,mediawiki-extensions-BlueSpiceExtendedStatistics,wikimedia/mediawiki-extensions-BlueSpiceExtendedStatistics,102323383,248,0,0,0,0.0,0,0
856,mediawiki-extensions-BlueSpicePageTemplates,wikimedia/mediawiki-extensions-BlueSpicePageTemplates,102322857,157,0,0,0,0.0,0,0
857,xmp-reader,wikimedia/xmp-reader,102303375,64,0,0,0,0.0,0,0
858,budgeteer,wikimedia/budgeteer,102030845,11,0,0,0,0.0,0,0
859,wikipedia-gadgets-Checkers,wikimedia/wikipedia-gadgets-Checkers,101934999,1,0,0,0,0.0,0,0
860,operations-debs-contenttranslation-apertium-bel-rus,wikimedia/operations-debs-contenttranslation-apertium-bel-rus,101866276,58,0,0,0,0.0,0,0
861,operations-debs-pkg-php-php-defaults,wikimedia/operations-debs-pkg-php-php-defaults,101866231,28,0,0,0,0.0,0,0
862,operations-debs-contenttranslation-apertium-rus,wikimedia/operations-debs-contenttranslation-apertium-rus,101866075,24,0,0,0,0.0,0,0
863,operations-debs-contenttranslation-apertium-bel,wikimedia/operations-debs-contenttranslation-apertium-bel,101866048,24,0,0,0,0.0,0,0
864,operations-software-nss-dnsdc,wikimedia/operations-software-nss-dnsdc,101865999,5,0,0,0,0.0,0,0
865,drafttopic,wikimedia/drafttopic,101665324,101,0,0,0,0.0,0,0
866,phabricator-translations,wikimedia/phabricator-translations,101611788,1786,0,0,0,0.0,0,0
867,mediawiki-extensions-SendGrid,wikimedia/mediawiki-extensions-SendGrid,101234729,47,0,0,0,0.0,0,0
868,mediawiki-extensions-ExtJSBase,wikimedia/mediawiki-extensions-ExtJSBase,100823070,687,0,0,0,0.0,0,0
869,labs-libraryupgrader,wikimedia/labs-libraryupgrader,100540911,139,0,0,0,0.0,0,0
870,mediawiki-extensions-BrickipediaExtra,wikimedia/mediawiki-extensions-BrickipediaExtra,100352924,18,0,0,0,0.0,0,0
871,mediawiki-extensions-EditcountAdditions,wikimedia/mediawiki-extensions-EditcountAdditions,100352811,36,0,0,0,0.0,0,0
872,mediawiki-extensions-Wikisource,wikimedia/mediawiki-extensions-Wikisource,100352531,134,0,0,0,0.0,0,0
873,analytics-wmde-WDCM,wikimedia/analytics-wmde-WDCM,100352182,21,0,0,0,0.0,0,0
874,labs-tools-etytree,wikimedia/labs-tools-etytree,100348883,172,0,0,0,0.0,0,0
